,board,value
336,2R1n3/1n3k2/4p1pq/1r2p3/Q2p4/2P1bp2/2B2B2/2NK1R1r,1
337,K2R4/8/8/8/8/5k2/8/8,1
338,4B1nr/4b1Nb/n1P2k2/2Pq4/p1PpPPP1/N3P2Q/1B4RP/5K1R,1
339,4k3/p2N4/n6p/1pp5/PP1P4/2N2PrP/2P1QK2/R3R2B,-1
340,6nr/2k1r2p/3b4/2N3pP/PP3RP1/3Bpb1N/2RP4/B4K2,-1
341,7k/8/8/8/8/2rK4/8/8,1
342,1r4B1/pbk5/1p3p2/1PppR2r/2P3K1/B1b4p/n1R5/8,-1
343,3k3b/8/1R6/3K1n2/6P1/8/8/8,-1
344,1nbqkb1r/2ppp3/Pp4p1/4B2p/5p2/1Q1P4/2K1P1PP/R4BNn,1
345,1r4r1/p1pk1pP1/1p1pbP1p/q7/P1P1Q2P/1RNB4/n1PK2P1/7R,1
346,rnbqkbnr/ppppp2p/8/5pp1/1P6/2NP3P/P1P1PPP1/R1BQKBNR,-1
347,6k1/8/8/8/8/5pK1/8/8,-1
348,3qkr2/1bpp2bp/rp3p2/2Bn2p1/3PNnP1/1RN5/2P1BK1P/1Q2R3,1
349,8/7k/8/1np5/7K/8/1p6/6r1,1
350,2k5/8/8/8/8/6B1/3K1p2/1r2N3,1
351,4B1nr/4b1Nb/n1P2k2/2P1q3/p1PpPP2/N3P2Q/1B2R1PP/5K1R,1
352,r3kbb1/P3p1nr/Bqn3p1/2Rpp3/6pP/B2P1P2/2P2R2/QN2K1N1,1
353,5bnr/2k4p/8/2N1r1pP/PP3RP1/3Bpb1N/1R1P4/B4K2,-1
354,4N3/1k4r1/8/4b3/5p2/3K4/3B4/8,1
355,b5k1/r4p2/2n1pPp1/p7/3Pp1P1/P1Pp1q1P/8/1R2K3,1
356,8/p1k5/3r3p/2P5/pn3R1P/2P2P2/N2Q4/1R3K1B,-1
357,rn1qkb1r/1bp4p/3ppp2/Bp4p1/p1P1P2P/NP1P1QPN/P7/R3KB1R,-1
358,2b1kr2/3p2p1/1p5n/1Br1pP2/1nPp1BPp/NP3N2/5P1P/R1Q1K1R1,-1
359,2nqr2k/B2p4/8/1pr3P1/N1bR3P/4Q3/8/5K1n,1
360,4k3/8/n7/1p3b2/1PR1Np2/1K1P1P1p/P5BP/B5Q1,1
361,8/8/3K4/1k3r2/8/8/8/8,1
362,kb6/8/6b1/Br4N1/5p2/8/3Q2K1/8,1
363,R7/3r1b2/5K2/8/8/8/8/1k6,1
364,8/4k3/1B6/8/6K1/8/PPP2P2/8,-1
365,2q1b3/1R6/3r3k/1p3p2/5K2/8/8/5nn1,-1
366,6k1/8/8/8/8/6r1/1K6/8,1
367,3n2k1/8/B4r1n/r1RPp1b1/1p1N1P1p/6P1/1KR4P/8,-1
368,5k1n/6b1/1R6/8/1K4P1/8/8/8,-1
369,8/5p2/4kP2/6p1/p3p3/4p3/K7/7b,1
370,4N1nr/3Bb1qb/2P3k1/2P5/2PnPPP1/p1BpP1Q1/3R3P/1N3K1R,1
371,2r1kbnr/8/n7/pPPq1B2/2Ppp1Qp/N3PP1b/1R1PN1PP/2B2K1R,1
372,8/8/8/3K1k2/7P/8/6B1/2N5,-1
373,rn2kbnr/ppp1pppp/8/8/8/8/PPP3b1/R1B1K2R,-1
374,2rqr3/B2pn1k1/2p3N1/1p1P4/NR2b1PP/6n1/2P2K2/3Q3B,1
375,3k4/p2Nr3/n6p/1pp5/PP6/2NP1PrP/2P2K2/R2QR2B,-1
376,1n1qr3/2p3b1/Rp2kp2/Q2P4/1n3pPp/3B3P/8/K7,1
377,2k5/rN6/p4ppr/2pqPN1p/p1P1b2P/PP2nP2/4n1P1/2R1KB1R,1
378,b5k1/r4p2/R3pPp1/p7/3np1P1/P1Pp3P/8/6K1,1
379,3b2B1/2k5/8/4n3/1R6/3R2Pp/K6P/8,-1
380,8/k7/8/6K1/8/1R6/8/1B2n3,-1
381,kb6/1Q6/6b1/B4rN1/5p2/8/6K1/8,1
382,7r/8/rb3k1P/P2B1pn1/3P1P1P/1bPP4/4KB1R/8,1
383,r1bqkbnr/1pp1ppp1/p2p4/4N2p/P3N1PP/R7/1PPPPP2/2BQKB1R,1
384,8/7k/n6p/p7/5K2/1r6/8/3b4,-1
385,rnb1k1nr/p1ppqpbp/1p2p3/6p1/1P6/B3PP2/P1PP1NPP/RN1QKB1R,1
386,8/7r/2Rp1P2/p7/P7/7k/2K5/2b4n,-1
387,Qn1k1bnr/p3ppp1/1q6/1B5p/1P6/8/PBPP1PPP/RN1K2NR,1
388,1n2r3/p1R3b1/2Pp1k2/1pRp3p/1P4PP/3p1P2/P2KB3/6Nn,-1
389,1q1r3r/6p1/4K3/1N5k/p2p4/P7/1Bpb1R2/1R6,1
390,rn2k2b/p1p5/1QPp4/3pr2p/1P2p2P/3P1P2/P4nP1/2R1KBNR,-1
391,rnbqkb1r/ppppppp1/7n/8/P5pP/8/1PPPPP2/RNBQKBNR,1
392,8/r7/8/p7/6k1/8/4K3/8,1
393,8/2K2k2/8/p1R5/P7/8/8/6b1,-1
394,6n1/1r3k2/5p2/1p5K/8/1R6/2p5/8,-1
395,3r1br1/3Pk2p/b1N4n/2p3pP/1P3pP1/4PB2/P2P3R/1RB1K1N1,-1
396,8/K1k3n1/4b2p/8/8/p7/8/8,-1
397,8/6r1/8/p7/4k3/8/8/K7,1
398,8/1K3R2/8/8/8/8/8/3k4,1
399,2n1r1k1/B7/1q1p1N2/1prb2P1/3R3P/8/4Q3/5K1n,1
400,8/2R2p2/1N3k1B/1P2p3/7P/2N5/2PPPP1P/3QKB1R,1
401,8/8/4K3/r7/8/NR2k3/8/8,1
402,8/8/8/2K5/2R5/1k6/8/8,1
403,7b/r7/2Pp3P/pp1p1P2/1P2k3/4q3/P1K3p1/6Nn,-1
404,rn1qkb2/p1p1p1pr/3pbp1n/1p2P3/P2Q2pP/8/1PPP1P2/RNB1KBNR,1
405,4r2k/n7/4q3/1pp3PN/r3b2P/8/8/5K1Q,1
406,1n1q3r/2pk3p/3ppp1b/rP4p1/p1N1b2P/1P1P2PN/P7/R2KQB1R,-1
407,8/3B3k/8/1K6/N7/7p/7P/8,-1
408,7k/8/6K1/8/8/5p2/1p6/R7,-1
409,8/5n2/P7/2k3pP/4K1P1/8/3b4/3R4,-1
410,1nbqkbnr/1pppp1p1/8/1p3p1p/r7/2PP4/PB2PPPP/R2QKBNR,1
411,1rbq2rN/2p1b1k1/5p2/pp1pn3/1P1PP1pR/2P5/P1Q2KB1/RNn5,-1
412,1B2r2k/3q4/2np4/3P3K/2P1P2P/5N2/7R/1N3n2,-1
413,6B1/n6r/4r2k/1pp4P/6N1/6K1/3q4/8,1
414,4k3/8/6n1/4R3/1p6/7B/RK6/6r1,-1
415,6k1/r4p2/R1b1pPp1/p7/3np1P1/P1P4P/3p4/7K,1
416,rnbqkbnr/ppppppp1/8/7p/6P1/8/PPPPPP1P/RNBQKBNR,1
417,r2qkbnB/ppp1pp2/n6p/3p4/1P6/7N/P1PPPPPP/RN1QKB1R,1
418,r2qkbb1/p1p1p2r/n5pn/1P1pp3/1P4pP/3Q3R/2PP1P2/RNB1KBN1,1
419,r2k2n1/p1p1pp2/1N5p/1P2B3/1n6/8/P1PPPPPP/RN1QKB1R,1
420,r1bq2nr/p1kp1Bb1/np3p2/1Pp4P/NRP3Kp/B7/P7/R2Q4,-1
421,5k2/8/8/p1K5/P4b2/8/8/8,-1
422,8/p3k3/1p6/8/3B1NK1/8/PPP2P2/8,-1
423,3R4/1r5B/8/4k3/5p2/5K1p/8/8,-1
424,8/6R1/8/5p1k/K7/1n4p1/8/8,1
425,5k1N/3K4/B7/8/8/7p/7P/8,-1
426,8/4k3/8/8/3r4/7K/8/8,1
427,r2qkb2/P3pbnr/B5p1/2Rnp3/2Np2pP/B2P1PN1/Q1P4R/4K3,1
428,3n1b2/1b2p3/2P1k1p1/1p3pPr/5P1P/B1rQ2p1/R1PNK3/5RN1,-1
429,6k1/8/4Q3/8/5P2/8/PP4K1/8,-1
430,1k6/6n1/K3b2p/8/8/p7/8/8,-1
431,8/p3k1pr/4p3/bP2QN2/7p/5N1P/PP3PP1/R1B2K1R,1
432,8/6k1/n6p/p7/8/1b6/8/1r4K1,-1
433,KR6/8/8/8/8/8/8/3k4,1
434,4N1nr/3Bb2b/2P2k2/2P1q3/2PnPPP1/p1BpP1Q1/3R1K1P/1N5R,1
435,rnbqkb1r/p1p1p3/3p1n1p/1p3pp1/1P6/B2P3P/PNP1PPP1/R2QKBNR,-1
436,1Qk2b1r/B3p1p1/5p1n/1B6/1P5p/8/P1PP1PPP/RN1K2NR,1
437,3k4/8/6B1/8/1p4n1/8/R1K5/7r,-1
438,8/6K1/5r2/2R5/8/8/1k6/8,1
439,3k1B2/p2N2r1/n1r4p/1pp5/PP6/3PQP2/N1P1K1BP/R3R3,-1
440,3q1kr1/2p5/bpn2p1b/3p2p1/5NPp/2RPP3/1K5P/1Q3B1n,1
441,r3k1r1/p3B1P1/n3Q2p/1pp1N3/P4p2/3PPP2/NPP2KBP/R3R3,-1
442,6n1/1r3k2/5p2/1p2R2K/8/2p5/8/8,-1
443,r2qr3/B2pn1k1/2p3N1/1p6/NR1P2PP/6n1/2P2Kb1/3Q3B,1
444,rnbqkbnr/ppppp2p/5pp1/8/2P5/N7/PP1PPPPP/R1BQKBNR,1
445,4k3/2K5/8/p7/P6b/8/8/8,-1
446,1r2kb1r/pq1n2p1/4p2n/1Pppp2p/1P1Pb2P/5N1R/PBQ1NPP1/1R2KB2,1
447,r1b4q/pP2nk2/3p3b/2r1pPp1/2p2PKp/P1PP3N/R3Q1PP/1N3BBR,-1
448,8/K7/8/8/3k4/8/5R2/8,1
449,rn2k2r/ppp2p1p/8/3bp1pK/P3n3/8/1PP5/6R1,-1
450,4K3/8/P7/8/3b4/2k5/8/8,-1
451,4r2k/n1q5/3p1N2/1p2R1P1/4b2P/4Q3/2r5/5K1n,1
452,3k4/pp2b3/2p1Q3/8/3B2K1/2N5/PPP2P2/8,-1
453,1n2r2k/8/3p3K/3P4/2PNP1qP/8/7R/1N3n2,-1
454,8/1k2r3/6pr/5b1N/ppP4P/P2q1P2/4B1P1/1R2Kn1R,1
455,8/8/8/6R1/8/8/1k6/3K4,-1
456,2q3k1/8/nB1pr3/R2P2pp/1PP1P1nP/6KQ/5p1R/1NN5,-1
457,rnbq3r/pp1pkpb1/7n/2pB2pp/N2p2PP/4PK2/PPPP1P2/R1BQ3R,-1
458,8/2p5/2nk3b/1p4q1/1n1rBppp/Q6P/R7/K7,1
459,rnbqkbnr/p1p2ppp/8/3pp3/2P3PP/5N1B/1P1PPP2/3K3R,-1
460,8/8/8/4K3/2R5/8/k7/8,1
461,rn2kbnr/p1p3pp/4p3/1PPpp3/2q5/4Pb2/3P1P2/2K5,-1
462,1K2n3/7k/r3b2p/p7/8/8/8/8,-1
463,5r2/1B5N/2k2n1p/b6P/P4NP1/4R3/8/2B3K1,-1
464,1r4B1/pbk5/1p3p2/1Ppp2Rr/2P3K1/B6p/n1R5/b7,-1
465,3k4/2r4B/3r4/3P4/1p3n2/1KR4P/2R5/8,-1
466,r5n1/p3Pk2/3p4/2q2Pp1/2p4p/r1bP1K1N/2R2QPP/1N3BBR,-1
467,8/4R3/4nk2/8/K5P1/8/1b6/8,-1
468,rnbqkbnr/ppppppp1/8/7p/8/2P5/PP1PPPPP/RNBQKBNR,-1
469,8/6k1/3n2N1/2p3Pb/8/8/8/5b1K,-1
470,r1bqkbnr/1ppppppp/p1n5/8/3P2P1/7N/PPP1PP1P/RNBQKB1R,-1
471,r2k4/8/6r1/6R1/1p2B2P/1K1n4/3R4/8,-1
472,R7/8/8/7P/p7/7k/8/3n3K,-1
473,2k5/1b3K2/8/2r5/7b/8/8/8,1
474,8/p1k5/2nr3p/2P5/p4R1P/2P2P2/N2Q4/1R3K1B,-1
475,8/k7/8/6K1/4B3/8/1Rn5/8,-1
476,8/1n3p2/5P2/8/3k2p1/1b6/4p3/K7,1
477,rnbqk3/1ppp1r2/3b1p2/pN4pp/1P1PpNPP/2P2P2/P1Q2KB1/1Rn4R,-1
478,rnbqkbnr/p1pp1p1p/1p2p3/6p1/1P6/5P1N/P1PPP1PP/RNBQKB1R,1
479,rn3bn1/2p1pk1q/p7/1pPN1pP1/5NP1/B2b4/P3PK2/QR3B1R,-1
480,b6k/5p2/4pPp1/6r1/p2Pp1PP/P5R1/4K3/3r4,1
481,3n1b2/1b2p3/2P1k1p1/1p3pPr/4NP1P/Br1Q2p1/R1P1K3/5RN1,-1
482,rn2k3/1p6/7p/p1p2K2/2P5/1b6/1P6/6r1,-1
483,5k1r/p5p1/4p3/1P1n1p2/1b2N1Qp/5N1P/PP3PP1/R1B2K1R,1
484,3k4/8/8/7B/1p4n1/3K4/5R2/5r2,-1
485,8/6bP/P3k3/6p1/6P1/3n4/8/2K5,-1
486,3n2k1/r3b2r/BP2p1Nn/3b1p2/1p1pPPNp/6P1/6RP/R1K5,-1
487,8/1R6/3r1pk1/1pnb4/6K1/2p5/8/6n1,-1
488,r1bqkr2/2ppnp1p/Pp5b/3n2p1/4N1P1/BpN2R2/2PPB2P/1R1QK3,1
489,5b2/7r/2Rp1P2/p7/P7/7k/K7/7n,-1
490,1R6/8/3k3r/6p1/p7/PB1b1P2/7r/6K1,1
491,4k3/8/8/p1K5/P7/8/3b4/8,-1
492,8/5p2/4bP2/n3k3/8/3K2p1/5b2/8,1
493,8/6R1/6B1/1k5P/8/3R3p/1K5P/8,-1
494,8/2p5/2nk3b/1p4q1/1n2Bppp/Q2r3P/2R5/K7,1
495,8/4krb1/p2p1R1p/4r1p1/Np2P3/P6B/1B4pP/R1Q3K1,1
496,1K6/2n4k/r3b2p/p7/8/8/8/8,-1
497,3b2B1/2k5/2n5/8/1R6/3R2Pp/K6P/8,-1
498,3n1q1r/3k3p/3pp3/rPp1bp2/4P1pP/pPQ3PN/P4K2/3R1B1R,-1
499,5k2/8/6b1/1p6/1nR1Np2/1K1PQP1p/P6P/B6B,1
500,4r3/3n1kp1/1ppR3p/4P3/PQb4N/1P2P3/2P4P/1R2Kn2,1
501,b1k5/8/8/4K3/7b/3r4/8/8,1
502,1k6/3B4/7K/8/2R5/8/8/8,-1
503,8/p3r3/1k1n3p/7P/2P5/p4P1K/6B1/2NRR3,-1
504,2rk1B2/p2N2r1/n6p/1pp5/PP2Qp2/3PPP2/N1P2KBP/R3R3,-1
505,r2qkb2/P3pbnr/2p3p1/R2pp3/6pP/B1Q5/n1PP1P1R/1N2KBN1,1
506,2b1nk2/4R3/8/1rp3p1/1rP3P1/N2pp2P/8/3K4,-1
507,3r4/q5pr/4K3/7k/p2p4/P1N5/2pb1R2/1RB5,1
508,8/8/8/3R4/k7/8/4K3/8,-1
509,2n1r1k1/B2p4/1q6/1prb2P1/3RN2P/8/4Q3/5K1n,1
510,1n1qk2r/1pp3p1/r6p/p3Pb2/Pb5N/BP2P2B/2PP3P/R2QKn1R,1
511,4k3/8/8/5b2/6K1/8/8/4r3,1
512,4kb1q/P3p1n1/B2r2p1/n3pb2/R1Np2pr/2P2P2/3QN3/2B1K1R1,1
513,r1bk1b1r/pppp1ppp/n3p3/6qn/6P1/N2P1P2/PPP1P2P/R1BQKBNR,-1
514,rnbqkb1r/1pp3p1/7p/p2NPP2/P7/1P3NnB/2PPP2P/R1BQK2R,1
515,6k1/1Q6/1P6/2pbPN1p/4n1p1/4P2P/2P2R2/2R1K3,1
516,8/K6k/1r2b2p/p2n4/8/8/8/8,-1
517,8/2R5/8/8/3kBp2/5K2/8/7n,-1
518,4b3/5R2/3r1p1k/1p6/6Kn/8/2p5/6n1,-1
519,1B2r2k/8/n1qp4/3PN3/2P1P1KP/8/7R/1N3n2,-1
520,8/8/5kn1/8/8/5p2/8/1K6,1
521,8/8/5n2/4B3/6R1/p7/8/4k2K,-1
522,8/8/1P6/3k4/8/7Q/n6K/4b3,-1
523,rnbqkb1r/ppp1p1p1/5n2/3p1p1p/1PP5/5P1N/P2PP1PP/RNBQKB1R,-1
524,8/7k/n6p/p7/3K4/1r6/2b5/8,-1
525,r1bqkbnr/1pp1ppp1/p2p4/4N2P/P3N2P/R7/1PPPPP2/2BQKB1R,1
526,4nB2/3k4/2r5/7R/2R5/n3K3/2p1p3/8,1
527,1r3k2/p7/1pb1Bp2/1Ppp2r1/2P5/B6K/nb6/3R4,-1
528,3K4/7k/7p/p1n5/4r3/1b6/8/8,-1
529,6K1/8/8/2k5/8/8/8/1r6,1
530,4n3/6k1/8/2p3P1/1N4b1/4K3/8/3b4,-1
531,rnbqkbnr/pp1ppppp/2p5/8/4P3/8/PPPP1PPP/RNBQKBNR,1
532,6K1/8/5r2/8/1PN5/p1R3b1/5k2/8,1
533,N3k1n1/2R1pp2/8/1P2B3/7p/8/2PPPPPP/1N1QKB1R,1
534,Qn1k1bnr/p3ppp1/3q4/1B5p/1P6/8/P1PP1PPP/RNBbK1NR,1
535,r2k2n1/p1p1pp2/1N5p/1P3q2/1n6/2B5/P1PPPPPP/RN1QKB1R,1
536,rnbqkb1r/pppppppp/8/8/6n1/3P2P1/PPP1PP1P/RNBQKBNR,-1
537,8/8/7P/2p5/5k2/8/8/6K1,-1
538,rnb1k1nr/pppp1ppp/3bp3/8/P2P3q/3Q4/1PP1PPPP/RNB1KBNR,-1
539,3n1k2/1N5r/b1P5/1p3pPp/2P2p2/2r5/4RRK1/6N1,-1
540,4k3/8/6n1/3R4/1p6/7B/R7/1K2r3,-1
541,8/8/1P1P4/2k5/1R6/7K/n1q4b/8,-1
542,5k1r/p5p1/1q2pp2/3n4/1b2N1Qp/5N1P/PPP2PP1/R1B1K2R,1
543,r1b2knr/p1pp1B2/4pb1p/1p3np1/1P4N1/B1NPPPP1/P4K1P/R1Q3R1,1
544,8/8/1Kp4b/8/5k1p/5r2/2B5/8,1
545,6k1/1Q6/1P6/2pbPNpp/4n3/4P2P/2P2R2/2R1K3,1
546,7r/2p5/7b/8/7p/4kp1P/K1Bp4/8,1
547,1R2n3/1n3k2/B1r1p1p1/4p3/b2p4/1QP1bp1q/2K2B2/2N3Rr,1
548,2B4K/k7/8/6R1/8/8/8/8,-1
549,rnbqkb2/1ppp2pr/5p1n/p6p/1P1Pp3/N1P2P1N/P2BP1PP/1R1QKB1R,-1
550,rkb2bnr/p2pqB2/1p3p2/1PpQ3P/1nP3Kp/B1N5/P7/R3R3,-1
551,2R1nb1q/3k4/B2rp1p1/n3p3/2Npb3/2P1Bp2/RQ2N3/4K1Rr,1
552,5n2/8/3k1b2/R5p1/6P1/8/2K5/8,-1
553,r7/q2nb1p1/B3pk1r/3p1n1p/pQ1p2PP/P4R2/N4P2/N1BR1K2,1
554,2r5/3R4/4Bp1k/1pn5/5K2/2p5/8/1bn5,-1
555,8/p1k5/2n3rp/2P5/p5RP/2P2P2/N2Q4/1R4KB,-1
556,8/8/8/4B1n1/p7/1R6/8/5k1K,-1
557,8/8/1P1P4/2k5/1R6/7K/n5qb/8,-1
558,8/K2R4/8/8/8/8/8/4k3,1
559,3n1k2/1N1r4/b1P1R3/rP3pPp/5p2/8/5R2/5KN1,-1
560,2r5/1R6/4Bp1k/1pn5/6K1/2pb4/4n3/8,-1
561,8/2R2p2/1N2k2B/1P2p3/8/2N4P/2PPPP1P/3QKB1R,1
562,8/7k/n4K1p/p7/5r2/1b6/8/8,-1
563,5k1r/p2b1pp1/1q1bpn2/4Q2p/2BP4/2N2N2/PPP2PPP/R1B1K2R,1
564,2r5/6pr/1q2p3/3pK2k/p4R2/P7/N1p5/1RB1b3,1
565,8/5p2/5P2/n3k3/8/1bK3p1/5b2/8,1
566,3k4/8/1n3R2/8/8/n7/n7/7K,1
567,3q3r/r2k4/p4pp1/N1p1P2p/p1P1b2P/P3PPn1/nP2N1P1/2RK1B1R,1
568,1n2r2b/2p5/1p3p2/2Qqk3/1n3pPp/3B3P/R7/K7,1
569,1nbqkbnr/rpppp3/p5pp/8/1PP1P1p1/5P1P/P2P4/RNBQKBNR,-1
570,rn2kbnr/ppp1pppp/8/8/6b1/7P/PPP2PP1/R1BK1B1R,-1
571,8/R7/8/8/1k6/8/8/3K4,-1
572,rnbqkb1r/pppppppp/5n2/8/1P6/8/PBPPPPPP/RN1QKBNR,1
573,2b2k2/3n1pbr/rp2p2n/p2p4/PPPp3p/4N1PN/4PP1P/R1B1KBR1,-1
574,rnbqk1nr/ppppppbp/8/6p1/3N2P1/2N5/PPPPPP1P/R1BQKB1R,-1
575,1r2kb1r/pq1n2p1/4p1bn/1Pppp2p/1P1P3P/5N1R/PBQ1NPP1/R3KB2,1
576,8/8/8/4B3/4n3/p5R1/8/4k2K,-1
577,r1bqkbnr/2ppppp1/1pn4p/p7/3PP1P1/7N/PPP2PBP/RNBQK2R,-1
578,8/2R5/1N6/1P6/2PPNBP1/4P3/4B2k/4K3,1
579,1rbqkbn1/pp1p4/nr6/1Pp1ppp1/4P2p/P1PP1P2/3B1KPP/RN2QBNR,-1
580,rnbqkbnr/1pppp1p1/p6p/8/1P4p1/2P4P/P2PPP2/RNBQKBNR,-1
581,1R2n3/4k3/3np1pq/4p3/Q2p4/1rPBbp2/8/2NK1RBr,1
582,2bqkb1r/2p1p3/Ppnp1Bp1/7p/5p2/3P4/1K2P1PP/RQ3BNn,1
583,8/8/2k5/8/8/8/n7/4n2K,1
584,2r5/n5Nk/r3q3/1pp3P1/7P/8/5K2/8,1
585,2b1kr2/2rp2p1/Bp5n/4pp1p/1nPpPBP1/NP3N2/5P1P/R1Q1K1R1,-1
586,8/8/4R2P/5n2/p7/8/8/5k1K,-1
587,1k4K1/3B4/8/6R1/8/8/8/8,-1
588,8/2k2p2/5P2/1b6/6p1/3np3/2K5/8,1
589,3r4/6P1/4k3/8/5p2/5K1p/8/3R4,-1
590,R3n3/5B2/3n1kpq/Q3p2r/3p4/2P1Bp2/3KN3/4rR2,1
591,8/7k/8/3n4/8/5p2/8/1K6,1
592,8/8/8/p1r4k/8/8/4K3/3r4,1
593,8/3K4/r7/8/3k4/8/7R/8,1
594,3b1k2/6r1/p7/8/4P1pp/1R6/6KP/B2r2Q1,1
595,8/5r2/8/p4k2/8/8/1K6/8,1
596,2R5/3k4/8/8/8/8/n1n5/7K,1
597,r1bqk1nr/2pp1p1p/1p5b/3n2p1/P3N1P1/Bp2P3/N1PPBR1P/1R1QK3,1
598,R7/b1P1Pk2/8/3P4/p1p3K1/P2n4/8/4B3,-1
599,6k1/4R3/1P6/3P4/8/p1p1b3/6K1/8,-1
600,8/7k/n6p/p7/8/5K2/1r6/3b4,-1
601,6r1/2b2b2/2r3kP/P4pP1/3P1P2/2PP1K1R/5B2/8,1
602,8/4b1r1/p5k1/8/4P2p/4R1p1/5QKP/B2r4,1
603,1r1nqr2/3k4/1P1pp2p/5p1P/1bp1PNp1/pP4P1/P4KB1/3R3R,-1
604,4N1nr/3B1kqQ/2Pb4/2P5/2PnPPP1/p2pP3/3R3P/BN3K1R,1
605,8/8/1R6/5k1P/p1P5/p4P1K/4n3/7B,-1
606,2B5/8/8/3K3k/8/8/7P/4N3,-1
607,8/8/8/P5rb/B2K4/8/1k6/8,1
608,r5b1/8/B7/8/3k2p1/P4P2/8/6K1,1
609,rnbqkbnr/p1pppp1p/1p6/6p1/1P6/5P2/P1PPP1PP/RNBQKBNR,1
610,6K1/2R5/8/8/1k6/8/8/1r6,1
611,8/8/8/8/4R2k/8/8/6K1,-1
612,7k/3P1p2/2b2P2/4p1p1/p3p2P/P4r2/8/1K5R,1
613,8/8/2Q5/5k2/8/2p2K2/8/8,-1
614,6K1/1N1r2p1/1q6/8/p2p4/P3k2r/nB6/2R1b3,1
615,rnbqk1nr/pppp1pp1/4p3/7p/PbP1PP2/8/1P1P2PP/RNBQKBNR,-1
616,8/2R2p2/1N5B/1P2p2k/4N2P/7B/2PPPP1P/3QK1R1,1
617,8/8/1P1P4/2k5/1n6/6b1/8/5K2,-1
618,4rk2/2K5/n2r3p/p7/8/1b6/1P6/8,-1
619,5B2/3k4/5P1p/8/8/q7/p2b3K/b7,-1
620,rnbqkbnr/pp3ppp/2p1p3/3P4/8/2N5/PPPP1PPP/R1BQKBNR,1
621,rnb1krn1/3p1pp1/Bp2p3/2p3Np/3PP1P1/NPP5/2Q2P1P/R1B1K1R1,-1
622,K7/6k1/8/8/R7/8/8/8,1
623,8/1P6/2Q5/k7/8/8/5bK1/2n5,-1
624,1k6/6K1/8/3n4/8/3Q4/8/8,-1
625,8/k7/8/6K1/8/4Rn2/8/1B6,-1
626,rq3b2/3n2pr/B2Qpk2/3ppn1p/pp1P2PP/P4R2/N4P2/N1BR1K2,1
627,2k5/1b2K3/8/2r5/8/6b1/8/8,1
628,3q4/5kr1/np1pb2n/p2P1Bpp/1pP1P2P/P4pKQ/7R/RNN3B1,-1
629,1K6/6R1/5k2/p7/P7/8/8/6b1,-1
630,8/2b2k1P/5r2/P4pP1/3P1P2/1r1PB1K1/b7/8,1
631,5B2/1n5N/7p/Pk5P/6P1/8/5bK1/7R,-1
632,8/8/2Q2k2/8/2p5/4K3/8/8,-1
633,8/3k4/1p6/8/3B2K1/8/PPP2P2/8,-1
634,8/k1n5/6K1/8/8/8/6Q1/8,-1
635,1K2k3/8/8/p7/P7/4b3/8/8,-1
636,6k1/8/8/2pn4/6r1/8/3n4/4K3,1
637,r1bqkbnr/p1p2p1p/3p2p1/1pP1pn2/1P3PPP/N7/P1QPP3/R1B1KBNR,-1
638,4k2b/8/3n4/2K5/6P1/8/1R6/8,-1
639,2k3nr/2b4N/7p/6pP/PP3RP1/4p2N/1BRPB3/5K2,-1
640,rnbqk1nr/pppp1ppp/3bp3/8/P2P4/8/1PP1PPPP/RNBQKBNR,-1
641,1q1r3r/3Bb1p1/4pk2/3p3p/p2p2PP/P3n2K/N3RP2/N1B1Q2R,1
642,2r1B1nr/4b3/n1q1k3/1PP5/p1Ppp1bQ/N2PPPN1/4R1PP/2B2K1R,1
643,3r4/6p1/1q1NK3/b7/p2p4/P5kr/nB2R3/3R4,1
644,1r3kr1/p7/1pb1Bp2/1Ppp4/2P5/B6K/nb6/3R4,-1
645,8/N7/8/8/4K2P/8/8/7k,-1
646,2b2k2/3n1pbr/rp2p2n/p2p4/PPPp3p/4N1PN/R3PP1P/2B1KBR1,-1
647,3k4/8/8/8/1r6/5p2/3K3B/4N3,1
648,8/8/2p4b/8/K3k2p/3n3P/7r/1B6,1
649,3r1b1r/3Pk2p/7n/1Np3pP/1P3pP1/4PB2/P2P3R/1RB1KbN1,-1
650,rnbqk1nr/2pppp1p/1p5b/6p1/Pp3P2/4P2N/2PPB1PP/RNBQK2R,1
651,8/2R5/1k5P/8/R7/7p/2B4P/K7,-1
652,1b6/1k3r2/6b1/B5N1/5p2/8/6K1/8,1
653,1b6/5r2/k2N4/B7/5p2/5K2/8/8,1
654,8/p3k3/1p6/3N4/3B2K1/8/PPP2P2/8,-1
655,1R2r3/6b1/2Pp2k1/ppRp4/1P3P1P/3p2p1/P2KB3/6Nn,-1
656,5B2/1n5N/7p/Pk5P/6P1/4b3/6K1/6R1,-1
657,1r1qk2r/4pp2/p3Pn1P/2pp3p/PBP4P/N1P3P1/RP1K4/5R2,-1
658,3k4/8/8/4n2R/1p4rP/8/2R3B1/1K6,-1
659,8/6bP/P3k3/6p1/6P1/3n4/8/1K6,-1
660,r1bqk1nr/2ppnp1p/1p5b/6p1/P3N1P1/Bp2Pp2/N1PPB2P/1R1QKR2,1
661,r1bqk1nr/pppp3p/2n2pp1/2b1p3/2PP4/5P2/PP2P1PP/RNBQKBNR,1
662,8/1k2r3/6pr/5b2/ppP2q1P/P4P2/4B1P1/2R1Kn1R,1
